t;p
0,05780000000000063;66505,6897591187
0,05790000000000063;66504,99224656007
0,058000000000000634;66504,16652533758
0,05810000000000064;66503,21401132681
0,05820000000000064;66502,13611354507
0,05830000000000064;66500,93423405795
0,058400000000000646;66499,6097678873
0,05850000000000065;66498,16410292083
0,05860000000000065;66496,59861982308
0,058700000000000654;66494,91469194819
0,05880000000000066;66493,11368525408
0,05890000000000066;66491,19695821845
0,05900000000000066;66489,16586175638
0,059100000000000666;66487,02173913963
0,05920000000000067;66484,7659259178
0,05930000000000067;66482,39974984118
0,059400000000000674;66479,92453078536
0,05950000000000068;66477,34158067784
0,05960000000000068;66474,65220342633
0,05970000000000068;66471,85769484905
0,059800000000000686;66468,95934260686
0,05990000000000069;66465,95842613738
0,06000000000000069;66462,85621659106
0,060100000000000695;66459,65397676914
0,0602000000000007;66456,35296106373
0,0603000000000007;66452,95441539977
0,0604000000000007;66449,45957717909
0,060500000000000706;66445,86967522648
0,06060000000000071;66442,1859297378
0,06070000000000071;66438,40955223016
0,060800000000000715;66434,5417454942
0,06090000000000072;66430,58370354839
0,06100000000000072;66426,5366115954
0,06110000000000072;66422,40164598066
0,061200000000000726;66418,17997415295
0,06130000000000073;66413,8727546271
0,06140000000000073;66409,48113694871
0,061500000000000735;66405,00626166117
0,06160000000000074;66400,44926027452
0,06170000000000074;66395,81125523664
0,06180000000000074;66391,09335990642
0,061900000000000746;66386,29667852898
0,06200000000000075;66381,42230621308
0,06210000000000075;66376,47132891054
0,062200000000000755;66371,44482339773
0,06230000000000076;66366,34385725913
0,06240000000000076;66361,16948887293
0,06250000000000076;66355,92276739866
0,06260000000000077;66350,60473276688
0,06270000000000077;66345,21641567079
0,06280000000000077;66339,75883755993
0,06290000000000077;66334,2330106358
0,06300000000000078;66328,63993784942
0,06310000000000078;66322,9806129009
0,06320000000000078;66317,25602024079
0,06330000000000079;66311,46713507357
0,06340000000000079;66305,61492336275
0,06350000000000079;66299,70034183798
0,0636000000000008;66293,72433800394
0,0637000000000008;66287,68785015112
0,0638000000000008;66281,59180736826
0,0639000000000008;66275,43712955657
0,0640000000000008;66269,22472744582
0,06410000000000081;66262,95550261198
0,06420000000000081;66256,63034749655
0,06430000000000081;66250,2501454277
0,06440000000000082;66243,81577064274
0,06450000000000082;66237,32808831256
0,06460000000000082;66230,78795456725
0,06470000000000083;66224,19621652356
0,06480000000000083;66217,55371231366
0,06490000000000083;66210,86127111547
0,06500000000000083;66204,11971318441
0,06510000000000084;66197,32984988655
0,06520000000000084;66190,49248373315
0,06530000000000084;66183,60840841652
0,06540000000000085;66176,67840884722
0,06550000000000085;66169,70326119252
0,06560000000000085;66162,68373291614
0,06570000000000085;66155,62058281912
0,06580000000000086;66148,514561082
0,06590000000000086;66141,36640930804
0,06600000000000086;66134,1768605676
0,06610000000000087;66126,94663944357
0,06620000000000087;66119,67646207791
0,06630000000000087;66112,36703621913
0,06640000000000087;66105,01906127082
0,06650000000000088;66097,63322834109
0,06660000000000088;66090,2102202929
0,06670000000000088;66082,75071179534
0,06680000000000089;66075,25536937572
0,06690000000000089;66067,72485147249
0,06700000000000089;66060,15980848891
0,0671000000000009;66052,56088284755
0,0672000000000009;66044,92870904542
0,0673000000000009;66037,26391370986
0,0674000000000009;66029,56711565508
0,0675000000000009;66021,83892593929
0,06760000000000091;66014,07994792242
0,06770000000000091;66006,29077732454
0,06780000000000092;65998,47200228457
0,06790000000000092;65990,62420341976
0,06800000000000092;65982,7479538855
0,06810000000000092;65974,84381943554
0,06820000000000093;65966,9123584828
0,06830000000000093;65958,95412216042
0,06840000000000093;65950,96965438318
0,06850000000000094;65942,95949190941
0,06860000000000094;65934,924164403
0,06870000000000094;65926,86419449585
0,06880000000000094;65918,78009785054
0,06890000000000095;65910,67238322315
0,06900000000000095;65902,54155252644
0,06910000000000095;65894,38810089305
0,06920000000000096;65886,21251673899
0,06930000000000096;65878,01528182719
0,06940000000000096;65869,7968713312
0,06950000000000096;65861,55775389893
0,06960000000000097;65853,29839171654
0,06970000000000097;65845,01924057228
0,06980000000000097;65836,72074992042
0,06990000000000098;65828,4033629452
0,07000000000000098;65820,06751662468
0,07010000000000098;65811,71364179462
0,07020000000000098;65803,34216321228
0,07030000000000099;65794,95349962017
0,07040000000000099;65786,5480638097
0,07050000000000099;65778,12626268472
0,070600000000001;65769,68849732484
0,070700000000001;65761,23516304881
0,070800000000001;65752,76664947758
0,070900000000001;65744,28334059718
0,071000000000001;65735,78561482152
0,07110000000000101;65727,27384505491
0,07120000000000101;65718,74839875432
